expense_id,rep_id,expense_date,category,amount_inr,reimbursed,policy_compliant,notes
EXP-20251105-001,REP-015,2025-11-05,Travel,1553,true,true,Fuel reimbursement
EXP-20251112-001,REP-015,2025-11-12,Travel,916,true,true,Auto to clinic
EXP-20251121-001,REP-015,2025-11-21,Lodging,3342,true,true,Guest house — 2 nights
EXP-20251119-001,REP-015,2025-11-19,Samples,1437,true,true,Demo kit refill
EXP-20251123-002,REP-015,2025-11-23,Travel,1981,true,true,Cab to hospital
EXP-20251130-001,REP-015,2025-11-30,Mobile,665,true,true,Internet recharge
EXP-20251205-001,REP-015,2025-12-05,Conference,4535,true,true,Doctor meet sponsorship
EXP-20251210-001,REP-015,2025-12-10,Food,566,true,true,Dinner with HCP
EXP-20251208-001,REP-015,2025-12-08,Lodging,3255,true,true,Hotel stay — field trip
EXP-20251214-001,REP-015,2025-12-14,Mobile,726,true,true,Mobile bill
EXP-20251224-001,REP-015,2025-12-24,Food,368,false,true,Snacks for meeting
EXP-20251231-001,REP-015,2025-12-31,Travel,539,true,true,Train ticket
EXP-20260101-002,REP-015,2026-01-01,Food,536,true,true,Snacks for meeting
EXP-20260108-002,REP-015,2026-01-08,Food,360,true,true,Working lunch
EXP-20260113-001,REP-015,2026-01-13,Food,547,true,true,Dinner with HCP
EXP-20260122-001,REP-015,2026-01-22,Travel,339,true,true,Bus fare
EXP-20260129-002,REP-015,2026-01-29,Conference,3106,true,true,Doctor meet sponsorship
EXP-20260202-001,REP-015,2026-02-02,Travel,1331,true,true,Train ticket
EXP-20260202-002,REP-015,2026-02-02,Lodging,2834,true,true,Guest house — 2 nights
EXP-20260214-001,REP-015,2026-02-14,Mobile,708,true,false,Mobile bill
EXP-20260220-002,REP-015,2026-02-20,Travel,541,true,true,Bus fare
EXP-20260226-001,REP-015,2026-02-26,Samples,162,true,true,Demo kit refill
EXP-20260301-001,REP-015,2026-03-01,Travel,315,true,true,Fuel reimbursement
EXP-20260305-001,REP-015,2026-03-05,Lodging,2482,true,true,Hotel stay — field trip
EXP-20260313-002,REP-015,2026-03-13,Mobile,335,true,true,Internet recharge
EXP-20260320-001,REP-015,2026-03-20,Mobile,597,false,true,Internet recharge
EXP-20260316-001,REP-015,2026-03-16,Travel,544,true,true,Auto to clinic
EXP-20260324-001,REP-015,2026-03-24,Conference,884,false,true,Conference registration
EXP-20230402-001,REP-016,2023-04-02,Conference,2179,true,true,Conference registration
EXP-20230407-001,REP-016,2023-04-07,Food,796,true,true,Dinner with HCP
EXP-20230408-001,REP-016,2023-04-08,Travel,1880,true,true,Auto to clinic
EXP-20230413-001,REP-016,2023-04-13,Samples,996,true,false,Demo kit refill
EXP-20230416-001,REP-016,2023-04-16,Food,161,true,true,Working lunch
EXP-20230422-001,REP-016,2023-04-22,Travel,378,true,true,Fuel reimbursement
EXP-20230424-001,REP-016,2023-04-24,Food,743,true,true,Snacks for meeting
EXP-20230503-001,REP-016,2023-05-03,Lodging,2464,false,true,Lodging — outstation visit
EXP-20230501-001,REP-016,2023-05-01,Food,617,true,true,Snacks for meeting
EXP-20230508-002,REP-016,2023-05-08,Food,194,true,true,Dinner with HCP
EXP-20230517-002,REP-016,2023-05-17,Food,730,true,true,Team lunch with HCP
EXP-20230519-001,REP-016,2023-05-19,Food,618,true,true,Team lunch with HCP
EXP-20230522-002,REP-016,2023-05-22,Travel,1921,true,true,Bus fare
EXP-20230525-001,REP-016,2023-05-25,Food,595,true,true,Dinner with HCP
EXP-20230531-002,REP-016,2023-05-31,Food,724,true,true,Snacks for meeting
EXP-20230527-001,REP-016,2023-05-27,Food,661,true,true,Team lunch with HCP
EXP-20230603-001,REP-016,2023-06-03,Travel,729,true,true,Cab to hospital
EXP-20230606-001,REP-016,2023-06-06,Food,130,true,true,Working lunch
EXP-20230610-001,REP-016,2023-06-10,Mobile,308,true,true,Mobile bill
EXP-20230610-002,REP-016,2023-06-10,Travel,296,true,true,Fuel reimbursement
EXP-20230619-001,REP-016,2023-06-19,Travel,901,true,true,Auto to clinic
EXP-20230627-003,REP-016,2023-06-27,Samples,864,true,true,Sample packs for HCP
EXP-20230703-001,REP-016,2023-07-03,Mobile,751,true,true,Internet recharge
EXP-20230707-001,REP-016,2023-07-07,Food,792,false,true,Working lunch
EXP-20230710-001,REP-016,2023-07-10,Conference,4332,true,true,CME event fees
EXP-20230719-001,REP-016,2023-07-19,Travel,447,true,true,Cab to hospital
EXP-20230724-002,REP-016,2023-07-24,Food,167,true,true,Snacks for meeting
EXP-20230722-001,REP-016,2023-07-22,Mobile,534,true,true,Internet recharge
EXP-20230804-001,REP-016,2023-08-04,Travel,701,true,true,Cab to hospital
EXP-20230802-001,REP-016,2023-08-02,Travel,327,true,true,Train ticket
EXP-20230809-001,REP-016,2023-08-09,Travel,1618,true,false,Auto to clinic
EXP-20230816-001,REP-016,2023-08-16,Samples,784,true,true,Product samples drop
EXP-20230812-002,REP-016,2023-08-12,Food,510,true,true,Working lunch
EXP-20230825-001,REP-016,2023-08-25,Food,747,true,true,Snacks for meeting
EXP-20230822-001,REP-016,2023-08-22,Other,1627,false,false,Printing materials
EXP-20230829-001,REP-016,2023-08-29,Lodging,1661,true,true,Guest house — 2 nights
EXP-20230829-002,REP-016,2023-08-29,Travel,1626,true,true,Fuel reimbursement
EXP-20230906-001,REP-016,2023-09-06,Travel,857,true,false,Fuel reimbursement
EXP-20230905-001,REP-016,2023-09-05,Lodging,2338,true,true,Lodging — outstation visit
EXP-20230913-001,REP-016,2023-09-13,Travel,1521,true,true,Fuel reimbursement
EXP-20230922-002,REP-016,2023-09-22,Food,216,true,true,Team lunch with HCP
EXP-20230929-001,REP-016,2023-09-29,Travel,635,true,true,Train ticket
EXP-20230928-002,REP-016,2023-09-28,Food,683,false,true,Team lunch with HCP
EXP-20231004-001,REP-016,2023-10-04,Food,191,true,true,Dinner with HCP
EXP-20231001-002,REP-016,2023-10-01,Food,769,true,true,Team lunch with HCP
EXP-20231007-001,REP-016,2023-10-07,Food,768,true,false,Snacks for meeting
EXP-20231008-001,REP-016,2023-10-08,Food,186,true,true,Coffee meeting
EXP-20231020-001,REP-016,2023-10-20,Conference,2762,true,true,Conference registration
EXP-20231025-001,REP-016,2023-10-25,Travel,1042,true,true,Train ticket
EXP-20231028-002,REP-016,2023-10-28,Other,961,true,true,Printing materials
EXP-20231102-002,REP-016,2023-11-02,Travel,532,true,true,Cab to hospital
EXP-20231107-002,REP-016,2023-11-07,Samples,1268,true,true,Product samples drop
EXP-20231112-001,REP-016,2023-11-12,Travel,276,false,true,Bus fare
EXP-20231114-001,REP-016,2023-11-14,Travel,631,true,true,Fuel reimbursement
EXP-20231119-002,REP-016,2023-11-19,Food,724,true,true,Working lunch
EXP-20231123-001,REP-016,2023-11-23,Travel,743,true,true,Auto to clinic
EXP-20231201-001,REP-016,2023-12-01,Travel,543,true,true,Fuel reimbursement
EXP-20231128-001,REP-016,2023-11-28,Samples,1149,true,true,Demo kit refill
EXP-20231207-001,REP-016,2023-12-07,Food,223,true,true,Dinner with HCP
EXP-20231214-001,REP-016,2023-12-14,Travel,1509,true,true,Bus fare
EXP-20231222-001,REP-016,2023-12-22,Travel,267,true,true,Auto to clinic
EXP-20231217-001,REP-016,2023-12-17,Lodging,2807,true,false,Lodging — outstation visit
EXP-20231226-001,REP-016,2023-12-26,Lodging,3642,true,true,Lodging — outstation visit
EXP-20231230-001,REP-016,2023-12-30,Lodging,3245,true,true,Guest house — 2 nights
EXP-20240101-001,REP-016,2024-01-01,Mobile,130,true,true,Mobile bill
EXP-20240109-002,REP-016,2024-01-09,Samples,463,true,true,Demo kit refill
EXP-20240111-001,REP-016,2024-01-11,Food,255,true,true,Team lunch with HCP
EXP-20240116-001,REP-016,2024-01-16,Lodging,3707,true,true,Guest house — 2 nights
EXP-20240124-001,REP-016,2024-01-24,Lodging,2301,true,true,Guest house — 2 nights
EXP-20240126-001,REP-016,2024-01-26,Food,214,true,true,Dinner with HCP
EXP-20240202-002,REP-016,2024-02-02,Food,189,false,true,Snacks for meeting
EXP-20240202-003,REP-016,2024-02-02,Mobile,407,false,true,Roaming charges
EXP-20240206-001,REP-016,2024-02-06,Other,641,true,true,Printing materials
EXP-20240213-001,REP-016,2024-02-13,Travel,1349,true,true,Cab to hospital
EXP-20240218-002,REP-016,2024-02-18,Travel,1688,true,true,Cab to hospital
EXP-20240229-001,REP-016,2024-02-29,Travel,1580,true,true,Bus fare
EXP-20240228-002,REP-016,2024-02-28,Samples,541,true,true,Sample packs for HCP
EXP-20240306-001,REP-016,2024-03-06,Lodging,2995,false,true,Guest house — 2 nights
EXP-20240306-002,REP-016,2024-03-06,Travel,1234,true,true,Auto to clinic
EXP-20240310-001,REP-016,2024-03-10,Lodging,1779,true,true,Lodging — outstation visit
EXP-20240318-002,REP-016,2024-03-18,Food,191,true,true,Snacks for meeting
EXP-20240320-001,REP-016,2024-03-20,Travel,1578,true,true,Cab to hospital
EXP-20240323-001,REP-016,2024-03-23,Samples,653,true,true,Demo kit refill
EXP-20240331-001,REP-016,2024-03-31,Food,655,true,true,Coffee meeting
EXP-20240402-001,REP-016,2024-04-02,Food,242,true,true,Team lunch with HCP
EXP-20240407-001,REP-016,2024-04-07,Travel,1345,true,true,Train ticket
EXP-20240419-002,REP-016,2024-04-19,Travel,958,true,true,Auto to clinic
EXP-20240425-002,REP-016,2024-04-25,Other,623,true,true,Stationery
EXP-20240503-001,REP-016,2024-05-03,Travel,623,false,true,Bus fare
EXP-20240428-001,REP-016,2024-04-28,Samples,808,true,true,Demo kit refill
EXP-20240509-002,REP-016,2024-05-09,Conference,1316,true,true,Conference registration
EXP-20240517-001,REP-016,2024-05-17,Travel,1087,true,true,Bus fare
EXP-20240513-001,REP-016,2024-05-13,Lodging,1650,true,true,Hotel stay — field trip
EXP-20240524-001,REP-016,2024-05-24,Lodging,3422,true,true,Guest house — 2 nights
EXP-20240527-001,REP-016,2024-05-27,Travel,423,true,true,Auto to clinic
EXP-20240526-002,REP-016,2024-05-26,Lodging,3415,true,true,Guest house — 2 nights
EXP-20240601-001,REP-016,2024-06-01,Travel,1060,true,true,Cab to hospital
EXP-20240614-001,REP-016,2024-06-14,Travel,494,true,true,Cab to hospital
EXP-20240615-001,REP-016,2024-06-15,Travel,865,true,true,Cab to hospital
EXP-20240615-002,REP-016,2024-06-15,Samples,524,true,true,Sample packs for HCP
EXP-20240623-001,REP-016,2024-06-23,Travel,1598,true,true,Bus fare
EXP-20240622-002,REP-016,2024-06-22,Food,194,false,true,Dinner with HCP
EXP-20240630-003,REP-016,2024-06-30,Travel,1889,true,true,Bus fare
EXP-20240709-001,REP-016,2024-07-09,Lodging,1512,true,true,Lodging — outstation visit
EXP-20240716-001,REP-016,2024-07-16,Travel,568,true,true,Bus fare
EXP-20240724-001,REP-016,2024-07-24,Travel,1929,true,true,Train ticket
EXP-20240730-002,REP-016,2024-07-30,Travel,422,true,true,Bus fare
EXP-20240809-001,REP-016,2024-08-09,Lodging,3166,true,true,Guest house — 2 nights
EXP-20240815-002,REP-016,2024-08-15,Samples,402,true,true,Product samples drop
EXP-20240823-001,REP-016,2024-08-23,Food,783,true,true,Coffee meeting
EXP-20240823-002,REP-016,2024-08-23,Mobile,783,true,true,Mobile bill
EXP-20240830-001,REP-016,2024-08-30,Travel,1030,true,true,Auto to clinic
EXP-20240827-001,REP-016,2024-08-27,Samples,292,true,true,Demo kit refill
EXP-20240902-001,REP-016,2024-09-02,Lodging,2536,true,true,Lodging — outstation visit
EXP-20240905-002,REP-016,2024-09-05,Samples,1145,false,true,Sample packs for HCP
EXP-20240910-001,REP-016,2024-09-10,Food,191,false,true,Coffee meeting
EXP-20240912-001,REP-016,2024-09-12,Food,320,true,true,Dinner with HCP
EXP-20240915-001,REP-016,2024-09-15,Food,667,true,true,Coffee meeting
EXP-20240920-002,REP-016,2024-09-20,Food,607,true,true,Working lunch
EXP-20240923-001,REP-016,2024-09-23,Food,397,true,true,Working lunch
EXP-20240929-001,REP-016,2024-09-29,Lodging,2705,false,true,Hotel stay — field trip
EXP-20241007-002,REP-016,2024-10-07,Lodging,3171,true,true,Lodging — outstation visit
EXP-20241018-002,REP-016,2024-10-18,Travel,1330,true,true,Auto to clinic
EXP-20241017-002,REP-016,2024-10-17,Travel,481,true,true,Cab to hospital
EXP-20241021-001,REP-016,2024-10-21,Travel,658,true,true,Train ticket
EXP-20241026-002,REP-016,2024-10-26,Food,195,true,true,Dinner with HCP
EXP-20241030-001,REP-016,2024-10-30,Samples,1352,true,true,Sample packs for HCP
EXP-20241107-001,REP-016,2024-11-07,Travel,508,true,true,Bus fare
EXP-20241102-001,REP-016,2024-11-02,Travel,1264,true,true,Fuel reimbursement
EXP-20241112-001,REP-016,2024-11-12,Travel,556,true,true,Auto to clinic
EXP-20241120-001,REP-016,2024-11-20,Lodging,3108,true,true,Lodging — outstation visit
EXP-20241128-001,REP-016,2024-11-28,Travel,1251,true,true,Train ticket
EXP-20241123-001,REP-016,2024-11-23,Travel,396,true,true,Bus fare
EXP-20241201-003,REP-016,2024-12-01,Travel,1143,true,true,Cab to hospital
EXP-20241201-004,REP-016,2024-12-01,Travel,1389,true,true,Cab to hospital
EXP-20241213-001,REP-016,2024-12-13,Travel,1879,true,true,Cab to hospital
EXP-20241212-002,REP-016,2024-12-12,Travel,1617,true,true,Train ticket
EXP-20241218-002,REP-016,2024-12-18,Samples,366,true,false,Product samples drop
EXP-20241221-001,REP-016,2024-12-21,Travel,1890,true,true,Train ticket
EXP-20241223-001,REP-016,2024-12-23,Lodging,3381,true,true,Guest house — 2 nights
EXP-20250103-003,REP-016,2025-01-03,Travel,229,true,true,Fuel reimbursement
EXP-20250106-001,REP-016,2025-01-06,Travel,1651,true,true,Bus fare
EXP-20250112-001,REP-016,2025-01-12,Travel,873,true,true,Fuel reimbursement
EXP-20250123-002,REP-016,2025-01-23,Lodging,3887,true,true,Lodging — outstation visit
EXP-20250131-002,REP-016,2025-01-31,Travel,1164,true,true,Auto to clinic
EXP-20250131-003,REP-016,2025-01-31,Travel,335,true,true,Train ticket
EXP-20250201-001,REP-016,2025-02-01,Food,520,true,true,Dinner with HCP
EXP-20250209-001,REP-016,2025-02-09,Lodging,2874,true,true,Guest house — 2 nights
EXP-20250214-003,REP-016,2025-02-14,Food,711,true,true,Coffee meeting
EXP-20250220-002,REP-016,2025-02-20,Travel,800,false,true,Train ticket
EXP-20250222-002,REP-016,2025-02-22,Lodging,3718,false,true,Lodging — outstation visit
EXP-20250304-002,REP-016,2025-03-04,Food,725,true,true,Team lunch with HCP
EXP-20250303-002,REP-016,2025-03-03,Travel,376,true,true,Train ticket
EXP-20250310-001,REP-016,2025-03-10,Travel,1789,true,true,Fuel reimbursement
EXP-20250308-001,REP-016,2025-03-08,Mobile,291,true,true,Roaming charges
EXP-20250321-001,REP-016,2025-03-21,Lodging,1745,true,true,Guest house — 2 nights
EXP-20250315-002,REP-016,2025-03-15,Travel,633,true,true,Cab to hospital
EXP-20250322-002,REP-016,2025-03-22,Samples,1235,true,true,Product samples drop
EXP-20250328-002,REP-016,2025-03-28,Food,758,true,true,Coffee meeting
EXP-20250401-001,REP-016,2025-04-01,Lodging,3468,true,true,Lodging — outstation visit
EXP-20250403-002,REP-016,2025-04-03,Travel,471,true,true,Bus fare
EXP-20250406-001,REP-016,2025-04-06,Travel,481,true,true,Train ticket
EXP-20250406-002,REP-016,2025-04-06,Travel,1952,true,true,Auto to clinic
EXP-20250416-001,REP-016,2025-04-16,Food,555,true,true,Team lunch with HCP
EXP-20250417-001,REP-016,2025-04-17,Travel,559,true,false,Train ticket
EXP-20250422-002,REP-016,2025-04-22,Lodging,3761,true,true,Guest house — 2 nights
EXP-20250425-002,REP-016,2025-04-25,Lodging,1722,true,true,Lodging — outstation visit
EXP-20250430-001,REP-016,2025-04-30,Lodging,2399,true,true,Guest house — 2 nights
EXP-20250429-002,REP-016,2025-04-29,Mobile,109,true,true,Internet recharge
EXP-20250507-001,REP-016,2025-05-07,Travel,1693,true,true,Train ticket
EXP-20250506-003,REP-016,2025-05-06,Lodging,3319,true,true,Lodging — outstation visit
EXP-20250512-001,REP-016,2025-05-12,Food,397,true,true,Dinner with HCP
EXP-20250520-002,REP-016,2025-05-20,Mobile,564,true,true,Internet recharge
EXP-20250517-001,REP-016,2025-05-17,Samples,756,true,true,Demo kit refill
EXP-20250528-002,REP-016,2025-05-28,Lodging,3572,true,true,Guest house — 2 nights
EXP-20250602-001,REP-016,2025-06-02,Food,605,true,true,Snacks for meeting
EXP-20250605-002,REP-016,2025-06-05,Travel,1361,true,true,Auto to clinic
EXP-20250607-001,REP-016,2025-06-07,Food,288,false,true,Dinner with HCP
EXP-20250607-002,REP-016,2025-06-07,Samples,972,true,true,Demo kit refill
EXP-20250615-001,REP-016,2025-06-15,Lodging,2774,true,true,Guest house — 2 nights
EXP-20250615-002,REP-016,2025-06-15,Travel,853,true,true,Cab to hospital
EXP-20250625-001,REP-016,2025-06-25,Food,378,true,true,Dinner with HCP
EXP-20250704-001,REP-016,2025-07-04,Food,621,true,true,Dinner with HCP
EXP-20250706-001,REP-016,2025-07-06,Food,149,false,true,Snacks for meeting
EXP-20250709-002,REP-016,2025-07-09,Travel,933,true,true,Train ticket
EXP-20250715-001,REP-016,2025-07-15,Travel,1014,true,true,Bus fare
EXP-20250721-002,REP-016,2025-07-21,Lodging,2888,true,true,Hotel stay — field trip
EXP-20250719-001,REP-016,2025-07-19,Travel,820,true,true,Train ticket
EXP-20250728-001,REP-016,2025-07-28,Conference,3842,true,true,CME event fees
EXP-20250801-002,REP-016,2025-08-01,Other,449,true,true,Misc expense
EXP-20250802-001,REP-016,2025-08-02,Conference,4938,true,true,Doctor meet sponsorship
EXP-20250807-002,REP-016,2025-08-07,Food,346,false,true,Snacks for meeting
EXP-20250809-001,REP-016,2025-08-09,Travel,1833,true,true,Train ticket
EXP-20250820-001,REP-016,2025-08-20,Food,792,true,true,Team lunch with HCP
EXP-20250823-001,REP-016,2025-08-23,Travel,1495,true,true,Train ticket
EXP-20250829-002,REP-016,2025-08-29,Lodging,2361,true,true,Guest house — 2 nights
EXP-20250904-002,REP-016,2025-09-04,Travel,779,true,true,Train ticket
EXP-20250907-001,REP-016,2025-09-07,Lodging,2682,true,true,Lodging — outstation visit
EXP-20250911-001,REP-016,2025-09-11,Lodging,2301,true,true,Hotel stay — field trip
EXP-20250915-001,REP-016,2025-09-15,Travel,1868,true,true,Bus fare
EXP-20250922-001,REP-016,2025-09-22,Lodging,3296,true,true,Hotel stay — field trip
EXP-20251002-002,REP-016,2025-10-02,Travel,1782,true,true,Auto to clinic
EXP-20250927-001,REP-016,2025-09-27,Travel,1414,false,true,Train ticket
EXP-20251007-001,REP-016,2025-10-07,Travel,372,true,true,Fuel reimbursement
EXP-20251009-002,REP-016,2025-10-09,Food,490,true,true,Working lunch
EXP-20251012-002,REP-016,2025-10-12,Travel,922,true,true,Auto to clinic
EXP-20251024-001,REP-016,2025-10-24,Lodging,3710,true,true,Guest house — 2 nights
EXP-20251023-002,REP-016,2025-10-23,Travel,1806,true,true,Bus fare
EXP-20251025-001,REP-016,2025-10-25,Travel,285,true,false,Cab to hospital
EXP-20251104-001,REP-016,2025-11-04,Food,716,false,true,Working lunch
EXP-20251105-002,REP-016,2025-11-05,Samples,1403,true,true,Sample packs for HCP
EXP-20251108-001,REP-016,2025-11-08,Travel,973,true,true,Bus fare
EXP-20251109-001,REP-016,2025-11-09,Travel,1404,true,true,Cab to hospital
EXP-20251117-001,REP-016,2025-11-17,Lodging,2969,true,true,Guest house — 2 nights
EXP-20251119-002,REP-016,2025-11-19,Food,119,false,true,Snacks for meeting
EXP-20251125-002,REP-016,2025-11-25,Travel,593,true,true,Fuel reimbursement
EXP-20251124-001,REP-016,2025-11-24,Food,783,true,true,Dinner with HCP
EXP-20251201-001,REP-016,2025-12-01,Mobile,374,true,true,Roaming charges
EXP-20251212-002,REP-016,2025-12-12,Samples,1012,true,true,Sample packs for HCP
EXP-20251215-001,REP-016,2025-12-15,Food,725,true,true,Dinner with HCP
EXP-20251224-002,REP-016,2025-12-24,Food,626,false,true,Working lunch
EXP-20251220-002,REP-016,2025-12-20,Food,126,true,true,Team lunch with HCP
